timestamp,Temperature
20220124T1600,4.4402456
20220124T1700,4.2602453
20220124T1800,5.3102455
20220124T1900,3.8502455
20220124T2000,0.5302454
20220124T2100,-0.40975457
20220124T2200,-0.65975463
20220124T2300,-0.63975465
20220125T0000,-0.3897546
20220125T0100,-0.5697546
20220125T0200,-0.98975456
20220125T0300,-1.4997545
20220125T0400,-1.7397546
20220125T0500,-1.8697547
20220125T0600,-2.0997548
20220125T0700,-2.0897546
20220125T0800,-2.3697548
20220125T0900,-2.5797548
20220125T1000,-1.6097547
20220125T1100,0.11024541
20220125T1200,0.64024544
20220125T1300,2.1202455
20220125T1400,3.4702454
20220125T1500,4.610245
20220125T1600,5.1802454
20220125T1700,5.6002455
20220125T1800,4.2902455
20220125T1900,2.0402455
20220125T2000,0.2502454
20220125T2100,-1.0397546
20220125T2200,-1.0697546
20220125T2300,-1.5297545
20220126T0000,-1.2897546
20220126T0100,-1.6097547
20220126T0200,-1.9797546
20220126T0300,-2.2897544
20220126T0400,-2.5497546
20220126T0500,-2.7897544
20220126T0600,-2.6697545
20220126T0700,-2.7297544
20220126T0800,-2.6197548
20220126T0900,-2.8297548
20220126T1000,-1.9297546
20220126T1100,-0.76975465
20220126T1200,-0.5897546
20220126T1300,0.00024539232
20220126T1400,0.7102454
20220126T1500,1.3702455
20220126T1600,1.8402454
20220126T1700,2.0402455
20220126T1800,2.7002454
20220126T1900,1.6502454
20220126T2000,0.8702454
20220126T2100,-0.16975462
20220126T2200,-1.1097546
20220126T2300,-1.9697546
20220127T0000,-1.6097547
20220127T0100,-1.7797545
20220127T0200,-2.5597544
20220127T0300,-2.9097548
20220127T0400,-3.0797548
20220127T0500,-3.2697544
20220127T0600,-3.2697544
20220127T0700,-3.3397546
20220127T0800,-3.1397548
20220127T0900,-3.8297548
20220127T1000,-2.4597545
20220127T1100,-1.6697546
20220127T1200,-1.6297547
20220127T1300,-1.0597546
20220127T1400,-0.3897546
20220127T1500,0.5602454
20220127T1600,1.2202454
20220127T1700,1.5902454
20220127T1800,0.4402454
20220127T1900,0.3602454
20220127T2000,0.3102454
20220127T2100,0.030245423
20220127T2200,0.5402454
20220127T2300,1.0702454
20220128T0000,1.3202454
20220128T0100,1.4402454
20220128T0200,1.3802454
20220128T0300,1.4202454
20220128T0400,1.3302454
20220128T0500,1.4402454
20220128T0600,1.3302454
20220128T0700,1.1302454
20220128T0800,1.3902454
20220128T0900,1.4002454
20220128T1000,1.0802454
20220128T1100,1.7002454
20220128T1200,2.6802454
20220128T1300,3.6102452
20220128T1400,4.360245
20220128T1500,5.130245
20220128T1600,5.6002455
20220128T1700,5.650245
20220128T1800,4.670245
20220128T1900,4.3402452
20220128T2000,3.9102454
20220128T2100,3.4002452
20220128T2200,2.3202453
20220128T2300,1.3302454
20220129T0000,0.6202454
20220129T0100,0.00024539232
20220129T0200,-0.05975461
20220129T0300,-0.73975456
20220129T0400,-0.77975464
20220129T0500,-0.29975462
20220129T0600,-0.2597546
20220129T0700,-0.39975458
20220129T0800,-0.40975457
20220129T0900,0.070245415
20220129T1000,0.5002454
20220129T1100,1.3102454
20220129T1200,2.7002454
20220129T1300,4.0702453
20220129T1400,4.9702454
20220129T1500,5.8402452
20220129T1600,6.4302454
20220129T1700,6.290245
20220129T1800,5.900245
20220129T1900,5.5802455
20220129T2000,5.540245
20220129T2100,5.630245
20220129T2200,5.8402452
20220129T2300,6.0102453
20220130T0000,5.7202454
20220130T0100,5.8102455
20220130T0200,5.6402454
20220130T0300,5.790245
20220130T0400,5.6802454
20220130T0500,5.650245
20220130T0600,5.630245
20220130T0700,5.5602455
20220130T0800,5.500245
20220130T0900,5.3002453
20220130T1000,5.3902454
20220130T1100,6.020245
20220130T1200,6.940245
20220130T1300,7.880245
20220130T1400,8.400246
20220130T1500,8.910245
20220130T1600,8.660245
20220130T1700,8.5602455
20220130T1800,7.360245
20220130T1900,7.0502453
20220130T2000,5.790245
20220130T2100,4.5402455
20220130T2200,2.7902455
20220130T2300,0.5702454
20220131T0000,1.1202455
20220131T0100,1.1302454
20220131T0200,1.1302454
20220131T0300,1.7102454
20220131T0400,1.9302454
20220131T0500,3.9002452
20220131T0600,5.0702453
20220131T0700,5.3402452
20220131T0800,5.380245
20220131T0900,5.2802453
20220131T1000,4.7002454
20220131T1100,4.4302454
20220131T1200,5.0902452
20220131T1300,5.1802454
20220131T1400,5.5802455
20220131T1500,5.5502453
20220131T1600,5.7002454
20220131T1700,5.630245
20220131T1800,5.1402454
20220131T1900,4.5302453
20220131T2000,4.4402456
20220131T2100,4.2202454
20220131T2200,3.7302456
20220131T2300,3.2402453
20220201T0000,3.1902456
20220201T0100,3.0802455
20220201T0200,3.1302452
20220201T0300,3.2402453
20220201T0400,3.2702456
20220201T0500,3.1302452
20220201T0600,3.1002455
20220201T0700,2.8902454
20220201T0800,2.6802454
20220201T0900,2.6202455
20220201T1000,2.7602453
20220201T1100,2.9802456
20220201T1200,3.2402453
20220201T1300,3.3302455
20220201T1400,3.4202452
20220201T1500,3.7602453
20220201T1600,3.7802453
20220201T1700,3.7602453
20220201T1800,3.7902455
20220201T1900,3.2102456
20220201T2000,3.0402455
20220201T2100,3.3402452
20220201T2200,3.8702455
20220201T2300,4.2002454
20220202T0000,4.5002456
20220202T0100,4.9702454
20220202T0200,5.3202453
20220202T0300,5.650245
20220202T0400,6.0802455
20220202T0500,6.3202453
20220202T0600,6.7802453
20220202T0700,7.0902452
20220202T0800,7.2602453
20220202T0900,7.460245
20220202T1000,7.770245
20220202T1100,8.150246
20220202T1200,8.490246
20220202T1300,8.5602455
20220202T1400,8.740245
20220202T1500,8.880245
20220202T1600,9.0602455
20220202T1700,9.100245
20220202T1800,9.080245
20220202T1900,8.790245
20220202T2000,8.590245
20220202T2100,8.320246
20220202T2200,8.120246
20220202T2300,7.9902453
20220203T0000,7.7002454
20220203T0100,7.420245
20220203T0200,7.3402452
20220203T0300,7.1002455
20220203T0400,6.900245
20220203T0500,6.520245
20220203T0600,6.5302453
20220203T0700,6.3202453
20220203T0800,6.020245
20220203T0900,5.8302455
20220203T1000,5.980245
20220203T1100,6.210245
20220203T1200,6.670245
20220203T1300,6.9702454
20220203T1400,7.4502454
20220203T1500,8.330246
20220203T1600,8.700245
20220203T1700,8.710245
20220203T1800,7.380245
20220203T1900,6.8502455
20220203T2000,6.4702454
20220203T2100,5.980245
20220203T2200,5.4502454
20220203T2300,5.1602454
20220204T0000,4.4902453
20220204T0100,3.7202454
20220204T0200,3.9602456
20220204T0300,4.4402456
20220204T0400,5.4502454
20220204T0500,5.6602454
20220204T0600,5.440245
20220204T0700,5.420245
20220204T0800,5.520245
20220204T0900,5.360245
20220204T1000,4.980245
20220204T1100,4.980245
20220204T1200,5.7802453
20220204T1300,6.230245
20220204T1400,6.880245
20220204T1500,7.0502453
20220204T1600,7.270245
20220204T1700,7.520245
20220204T1800,7.6002455
20220204T1900,7.860245
20220204T2000,8.000245
20220204T2100,7.9902453
20220204T2200,7.980245
20220204T2300,8.010245
20220205T0000,7.8902454
20220205T0100,7.4102454
20220205T0200,6.4302454
20220205T0300,4.9502454
20220205T0400,3.8802452
20220205T0500,3.1702452
20220205T0600,2.3702455
20220205T0700,1.3502455
20220205T0800,0.8702454
20220205T0900,0.5002454
20220205T1000,0.9502454
20220205T1100,2.8802452
20220205T1200,4.1002455
20220205T1300,5.7402453
20220205T1400,6.770245
20220205T1500,7.4702454
20220205T1600,8.0602455
20220205T1700,7.920245
20220205T1800,6.670245
20220205T1900,4.0602455
20220205T2000,3.1902456
20220205T2100,2.5502453
20220205T2200,1.4202454
20220205T2300,1.0502454
20220206T0000,1.3202454
20220206T0100,1.4602454
20220206T0200,1.4602454
20220206T0300,1.5002453
20220206T0400,1.4102454
20220206T0500,1.9802454
20220206T0600,2.6302452
20220206T0700,2.9702454
20220206T0800,3.6402454
20220206T0900,4.1002455
20220206T1000,4.5902452
20220206T1100,5.630245
20220206T1200,6.290245
20220206T1300,6.5902452
20220206T1400,6.8502455
20220206T1500,7.170245
20220206T1600,7.460245
20220206T1700,6.860245
20220206T1800,6.3302455
20220206T1900,6.3002453
20220206T2000,6.4102454
20220206T2100,6.5502453
20220206T2200,6.8902454
20220206T2300,7.150245
20220207T0000,7.400245
20220207T0100,7.7802453
20220207T0200,8.170245
20220207T0300,8.490246
20220207T0400,7.9302454
20220207T0500,5.9902453
20220207T0600,5.3402452
20220207T0700,4.5602455
20220207T0800,3.9302454
20220207T0900,3.3002453
20220207T1000,4.0502453
20220207T1100,5.0602455
20220207T1200,5.4502454
20220207T1300,6.0602455
20220207T1400,6.8902454
20220207T1500,7.230245
20220207T1600,7.4902453
20220207T1700,7.6602454
20220207T1800,6.3202453
20220207T1900,3.3102455
20220207T2000,1.9702454
20220207T2100,0.9102454
20220207T2200,0.060245395
20220207T2300,-0.47975457
20220208T0000,-1.3697546
20220208T0100,-1.6897546
20220208T0200,-1.4897546
20220208T0300,-1.1997546
20220208T0400,-0.8197546
20220208T0500,-0.46975458
20220208T0600,-0.4397546
20220208T0700,-0.1997546
20220208T0800,0.060245395
20220208T0900,0.4902454
20220208T1000,1.3602455
20220208T1100,3.2402453
20220208T1200,5.1402454
20220208T1300,7.3002453
20220208T1400,8.650246
20220208T1500,9.760245
20220208T1600,10.290245
20220208T1700,10.820246
20220208T1800,10.100245
20220208T1900,7.9502454
20220208T2000,4.9502454
20220208T2100,2.7202454
20220208T2200,2.1202455
20220208T2300,1.7302454
20220209T0000,1.2802454
20220209T0100,0.5602454
20220209T0200,0.050245404
20220209T0300,-0.3097546
20220209T0400,-0.48975456
20220209T0500,-0.5697546
20220209T0600,-0.7897546
20220209T0700,-1.1397547
20220209T0800,-1.3997546
20220209T0900,-1.5997547
20220209T1000,-0.05975461
20220209T1100,2.8802452
20220209T1200,4.8402452
20220209T1300,7.1802454
20220209T1400,9.180245
20220209T1500,10.930245
20220209T1600,12.140245
20220209T1700,12.770246
20220209T1800,10.450245
20220209T1900,6.3002453
20220209T2000,4.4502454
20220209T2100,3.2202454
20220209T2200,2.7902455
20220209T2300,2.1902454
20220210T0000,1.6402454
20220210T0100,1.1802454
20220210T0200,0.9402454
20220210T0300,0.4402454
20220210T0400,0.7102454
20220210T0500,0.7002454
20220210T0600,0.6302454
20220210T0700,0.84024537
20220210T0800,1.2402453
20220210T0900,1.2102454
20220210T1000,2.9602456
20220210T1100,5.880245
20220210T1200,8.400246
20220210T1300,9.750245
20220210T1400,10.270246
20220210T1500,10.690246
20220210T1600,10.520246
20220210T1700,10.3102455
20220210T1800,9.5602455
20220210T1900,10.620245
20220210T2000,9.130245
20220210T2100,8.640245
20220210T2200,8.890245
20220210T2300,8.790245
20220211T0000,8.760245
20220211T0100,7.790245
20220211T0200,7.750245
20220211T0300,8.030246
20220211T0400,7.790245
20220211T0500,7.2602453
20220211T0600,6.4902453
20220211T0700,5.3902454
20220211T0800,4.5902452
20220211T0900,3.9702454
20220211T1000,4.2502456
20220211T1100,4.8702455
20220211T1200,5.4702454
20220211T1300,5.9902453
20220211T1400,6.8002453
20220211T1500,7.040245
20220211T1600,6.9902453
20220211T1700,6.8702455
20220211T1800,6.3902454
20220211T1900,4.3402452
20220211T2000,4.0502453
20220211T2100,3.1002455
20220211T2200,1.8902454
20220211T2300,-0.3197546
20220212T0000,-0.89975464
20220212T0100,-1.8697547
20220212T0200,-2.2097545
20220212T0300,-2.4297547
20220212T0400,-2.4697547
20220212T0500,-2.4097548
20220212T0600,-2.9197545
20220212T0700,-2.9997544
20220212T0800,-3.0597544
20220212T0900,-2.9297547
20220212T1000,-0.9697546
20220212T1100,0.8202454
20220212T1200,2.3902454
20220212T1300,3.6802454
20220212T1400,4.790245
20220212T1500,5.5602455
20220212T1600,6.040245
20220212T1700,6.1202455
20220212T1800,4.960245
20220212T1900,2.6302452
20220212T2000,1.3502455
20220212T2100,0.5102454
20220212T2200,0.2902454
20220212T2300,-0.23975462
20220213T0000,-0.51975465
20220213T0100,-0.6697546
20220213T0200,-0.86975455
20220213T0300,-0.6897546
20220213T0400,-0.74975455
20220213T0500,-0.9497546
20220213T0600,-0.9297546
20220213T0700,-1.1397547
20220213T0800,-1.3997546
20220213T0900,-1.2897546
20220213T1000,0.5402454
20220213T1100,3.2002454
20220213T1200,5.8702455
20220213T1300,8.120246
20220213T1400,9.850245
20220213T1500,11.160245
20220213T1600,11.800245
20220213T1700,11.670245
20220213T1800,10.0602455
20220213T1900,5.8202453
20220213T2000,3.8302455
20220213T2100,3.1202455
20220213T2200,2.9102454
20220213T2300,2.8002453
20220214T0000,2.5102453
20220214T0100,1.9202454
20220214T0200,1.4902453
20220214T0300,1.4702454
20220214T0400,0.9902454
20220214T0500,0.6102454
20220214T0600,0.4802454
20220214T0700,0.7802454
20220214T0800,1.4902453
20220214T0900,2.2902455
20220214T1000,2.7602453
20220214T1100,3.8702455
20220214T1200,5.5102453
20220214T1300,5.8002453
20220214T1400,6.4502454
